Invoice_ID,Branch,City,Product_Line,Unit_Price,Quantity,Total_Sales,Date,Payment
INV0279,Bangalore Branch,Bangalore,Beauty & Personal Care,2658.23,1,2658.23,2026-12-24,UPI
INV0280,Bangalore Branch,Bangalore,Home Appliances,6157.62,3,18472.86,2026-03-22,Cash
INV0281,Mumbai Branch,Mumbai,Groceries,3339.97,7,23379.79,2026-07-19,Debit Card
INV0282,Mumbai Branch,Mumbai,Groceries,216.37,4,865.48,2026-03-15,Credit Card
INV0283,Delhi Branch,Delhi,Clothing,3524.93,1,3524.93,2026-02-15,Debit Card
INV0284,Delhi Branch,Delhi,Home Appliances,5617.26,2,11234.52,2026-01-01,UPI
INV0285,Pune Branch,Pune,Sports & Fitness,4057.32,4,16229.28,2026-01-06,Credit Card
INV0286,Hyderabad Branch,Hyderabad,Sports & Fitness,12883.0,1,12883.0,2026-06-22,Credit Card
INV0287,Mumbai Branch,Mumbai,Groceries,3160.96,1,3160.96,2026-06-08,UPI
INV0288,Delhi Branch,Delhi,Groceries,2134.22,4,8536.88,2026-01-15,UPI
INV0289,Hyderabad Branch,Hyderabad,Clothing,1355.01,3,4065.03,2026-05-08,Credit Card
INV0290,Mumbai Branch,Mumbai,Clothing,5370.47,3,16111.41,2026-04-10,Credit Card
INV0291,Bangalore Branch,Bangalore,Clothing,4427.12,3,13281.36,2026-07-28,UPI
INV0292,Mumbai Branch,Mumbai,Home Appliances,36302.5,1,36302.5,2026-12-30,UPI
INV0293,Chennai Branch,Chennai,Clothing,7074.61,1,7074.61,2026-09-10,Cash
INV0294,Mumbai Branch,Mumbai,Groceries,2483.25,1,2483.25,2026-12-02,Debit Card
INV0295,Bangalore Branch,Bangalore,Groceries,2460.56,1,2460.56,2026-03-12,Credit Card
INV0296,Chennai Branch,Chennai,Groceries,4833.17,7,33832.19,2026-03-20,Credit Card
INV0297,Chennai Branch,Chennai,Electronics,56917.03,3,170751.09,2026-10-02,UPI
INV0298,Bangalore Branch,Bangalore,Electronics,37675.88,2,75351.76,2026-04-24,Credit Card
INV0299,Bangalore Branch,Bangalore,Home Appliances,24481.91,1,24481.91,2026-11-06,Credit Card
INV0300,Pune Branch,Pune,Groceries,181.07,5,905.35,2026-06-19,UPI
INV0301,Bangalore Branch,Bangalore,Electronics,70734.19,3,212202.57,2026-03-15,UPI
INV0302,Mumbai Branch,Mumbai,Clothing,4034.34,2,8068.68,2026-11-05,UPI
INV0303,Hyderabad Branch,Hyderabad,Beauty & Personal Care,2121.92,3,6365.76,2026-07-20,Debit Card
INV0304,Hyderabad Branch,Hyderabad,Groceries,4997.07,6,29982.42,2026-10-20,Debit Card
INV0305,Bangalore Branch,Bangalore,Beauty & Personal Care,5777.65,2,11555.3,2026-06-15,Debit Card
INV0306,Hyderabad Branch,Hyderabad,Sports & Fitness,1233.07,2,2466.14,2026-02-16,Debit Card
INV0307,Delhi Branch,Delhi,Home Appliances,4032.39,2,8064.78,2026-09-06,Cash
INV0308,Pune Branch,Pune,Home Appliances,2249.58,2,4499.16,2026-02-15,Debit Card
INV0309,Delhi Branch,Delhi,Electronics,45291.72,3,135875.16,2026-08-31,Cash
INV0310,Mumbai Branch,Mumbai,Sports & Fitness,1709.82,3,5129.46,2026-06-02,UPI
INV0311,Hyderabad Branch,Hyderabad,Groceries,4670.27,1,4670.27,2026-10-16,UPI
INV0312,Hyderabad Branch,Hyderabad,Sports & Fitness,18757.06,1,18757.06,2026-11-14,Credit Card
INV0313,Delhi Branch,Delhi,Clothing,6688.83,3,20066.49,2026-05-29,Debit Card
INV0314,Delhi Branch,Delhi,Electronics,46554.61,3,139663.83,2026-11-18,Credit Card
INV0315,Delhi Branch,Delhi,Electronics,22458.56,1,22458.56,2026-02-10,Debit Card
INV0316,Delhi Branch,Delhi,Home Appliances,4134.65,1,4134.65,2026-02-09,Credit Card
INV0317,Delhi Branch,Delhi,Clothing,8928.29,4,35713.16,2026-12-29,Credit Card
INV0318,Pune Branch,Pune,Electronics,8352.52,2,16705.04,2026-07-29,UPI
INV0319,Delhi Branch,Delhi,Beauty & Personal Care,775.91,2,1551.82,2026-06-14,Debit Card
INV0320,Chennai Branch,Chennai,Beauty & Personal Care,2558.66,2,5117.32,2026-02-26,UPI
INV0321,Chennai Branch,Chennai,Clothing,445.85,4,1783.4,2026-04-16,Credit Card
INV0322,Hyderabad Branch,Hyderabad,Clothing,5378.22,3,16134.66,2026-09-08,Credit Card
INV0323,Delhi Branch,Delhi,Electronics,53309.92,2,106619.84,2026-10-27,Debit Card
INV0324,Hyderabad Branch,Hyderabad,Beauty & Personal Care,6430.66,2,12861.32,2026-12-01,Credit Card
INV0325,Bangalore Branch,Bangalore,Groceries,3041.32,6,18247.92,2026-05-29,Credit Card
INV0326,Pune Branch,Pune,Sports & Fitness,16983.42,4,67933.68,2026-06-15,UPI
INV0327,Bangalore Branch,Bangalore,Groceries,2062.19,4,8248.76,2026-03-01,Credit Card
INV0328,Hyderabad Branch,Hyderabad,Clothing,10230.63,2,20461.26,2026-01-31,Credit Card
INV0329,Pune Branch,Pune,Groceries,2557.04,2,5114.08,2026-06-09,Cash
INV0330,Delhi Branch,Delhi,Electronics,17349.28,2,34698.56,2026-07-31,Debit Card
INV0331,Bangalore Branch,Bangalore,Beauty & Personal Care,7558.75,1,7558.75,2026-02-08,Cash
INV0332,Mumbai Branch,Mumbai,Clothing,3517.16,2,7034.32,2026-05-30,Debit Card
INV0333,Pune Branch,Pune,Clothing,606.56,4,2426.24,2026-08-23,UPI
INV0334,Bangalore Branch,Bangalore,Sports & Fitness,5080.68,1,5080.68,2026-10-23,Credit Card
INV0335,Mumbai Branch,Mumbai,Sports & Fitness,7523.74,4,30094.96,2026-12-09,Debit Card
INV0336,Pune Branch,Pune,Beauty & Personal Care,2875.66,3,8626.98,2026-05-05,Cash
INV0337,Mumbai Branch,Mumbai,Electronics,39730.33,2,79460.66,2026-05-23,UPI
INV0338,Pune Branch,Pune,Home Appliances,44273.22,2,88546.44,2026-11-16,Debit Card
INV0339,Mumbai Branch,Mumbai,Sports & Fitness,6059.06,3,18177.18,2026-09-11,Cash
INV0340,Chennai Branch,Chennai,Groceries,2627.81,5,13139.05,2026-04-10,Credit Card
INV0341,Mumbai Branch,Mumbai,Electronics,26038.31,3,78114.93,2026-09-08,Credit Card
INV0342,Chennai Branch,Chennai,Beauty & Personal Care,6592.01,5,32960.05,2026-02-27,Credit Card
INV0343,Bangalore Branch,Bangalore,Clothing,2143.94,2,4287.88,2026-06-13,UPI
INV0344,Pune Branch,Pune,Clothing,1511.07,4,6044.28,2026-04-22,Credit Card
INV0345,Bangalore Branch,Bangalore,Sports & Fitness,10209.01,2,20418.02,2026-12-29,UPI
INV0346,Bangalore Branch,Bangalore,Home Appliances,33922.49,3,101767.47,2026-01-13,Credit Card
INV0347,Chennai Branch,Chennai,Clothing,9607.64,2,19215.28,2026-11-09,UPI
INV0348,Delhi Branch,Delhi,Groceries,2968.64,3,8905.92,2026-04-13,UPI
INV0349,Pune Branch,Pune,Groceries,3880.56,8,31044.48,2026-01-14,Credit Card
INV0350,Mumbai Branch,Mumbai,Electronics,29939.09,3,89817.27,2026-08-29,Credit Card
INV0351,Pune Branch,Pune,Beauty & Personal Care,359.65,1,359.65,2026-09-05,Credit Card
INV0352,Mumbai Branch,Mumbai,Beauty & Personal Care,1017.18,3,3051.54,2026-02-21,UPI
INV0353,Hyderabad Branch,Hyderabad,Groceries,241.68,4,966.72,2026-01-14,Credit Card
INV0354,Pune Branch,Pune,Groceries,1678.27,7,11747.89,2026-02-10,Cash
INV0355,Hyderabad Branch,Hyderabad,Sports & Fitness,10061.18,3,30183.54,2026-05-30,Debit Card
INV0356,Hyderabad Branch,Hyderabad,Electronics,27238.76,3,81716.28,2026-02-18,UPI
INV0357,Bangalore Branch,Bangalore,Clothing,6859.01,5,34295.05,2026-09-14,Debit Card
INV0358,Bangalore Branch,Bangalore,Clothing,5923.13,4,23692.52,2026-01-29,Debit Card
INV0359,Hyderabad Branch,Hyderabad,Home Appliances,34219.2,3,102657.6,2026-10-15,UPI
INV0360,Pune Branch,Pune,Electronics,50288.59,3,150865.77,2026-11-16,Credit Card
INV0361,Chennai Branch,Chennai,Home Appliances,16585.14,1,16585.14,2026-09-19,UPI
INV0362,Mumbai Branch,Mumbai,Groceries,1763.76,8,14110.08,2026-12-11,Credit Card
INV0363,Mumbai Branch,Mumbai,Home Appliances,29672.24,3,89016.72,2026-12-09,Debit Card
INV0364,Mumbai Branch,Mumbai,Electronics,45055.29,1,45055.29,2026-01-17,UPI
INV0365,Pune Branch,Pune,Clothing,3981.99,5,19909.95,2026-05-05,Cash
INV0366,Hyderabad Branch,Hyderabad,Clothing,4164.72,4,16658.88,2026-10-05,Cash
INV0367,Bangalore Branch,Bangalore,Electronics,52298.14,2,104596.28,2026-05-04,Credit Card
INV0368,Pune Branch,Pune,Electronics,48837.88,2,97675.76,2026-09-27,Debit Card
INV0369,Delhi Branch,Delhi,Electronics,10820.77,2,21641.54,2026-10-10,Debit Card
INV0370,Chennai Branch,Chennai,Groceries,2233.16,10,22331.6,2026-12-30,Cash
INV0371,Bangalore Branch,Bangalore,Electronics,67038.79,3,201116.37,2026-05-01,Debit Card
INV0372,Delhi Branch,Delhi,Sports & Fitness,1015.22,4,4060.88,2026-05-07,Debit Card
INV0373,Delhi Branch,Delhi,Groceries,4283.06,7,29981.42,2026-01-09,Debit Card
INV0374,Delhi Branch,Delhi,Beauty & Personal Care,1389.11,1,1389.11,2026-04-15,Credit Card
INV0375,Mumbai Branch,Mumbai,Sports & Fitness,10292.8,4,41171.2,2026-04-13,Debit Card
INV0376,Mumbai Branch,Mumbai,Electronics,32285.76,1,32285.76,2026-06-15,Credit Card
INV0377,Chennai Branch,Chennai,Home Appliances,1496.34,1,1496.34,2026-06-03,UPI
INV0378,Hyderabad Branch,Hyderabad,Sports & Fitness,18333.32,1,18333.32,2026-11-09,Cash
INV0379,Delhi Branch,Delhi,Home Appliances,23291.34,3,69874.02,2026-10-10,Credit Card
INV0380,Pune Branch,Pune,Clothing,11464.94,3,34394.82,2026-09-23,Cash
INV0381,Hyderabad Branch,Hyderabad,Clothing,3654.9,2,7309.8,2026-01-02,UPI
INV0382,Chennai Branch,Chennai,Electronics,65077.66,1,65077.66,2026-06-22,Credit Card
INV0383,Bangalore Branch,Bangalore,Clothing,11091.96,3,33275.88,2026-09-24,Credit Card
INV0384,Hyderabad Branch,Hyderabad,Sports & Fitness,11269.6,3,33808.8,2026-03-31,Credit Card
INV0385,Delhi Branch,Delhi,Sports & Fitness,4292.75,4,17171.0,2026-06-05,Credit Card
INV0386,Chennai Branch,Chennai,Electronics,51645.36,2,103290.72,2026-09-23,UPI
INV0387,Pune Branch,Pune,Home Appliances,27899.93,2,55799.86,2026-10-18,UPI
INV0388,Chennai Branch,Chennai,Groceries,4725.42,9,42528.78,2026-11-08,Credit Card
INV0389,Mumbai Branch,Mumbai,Sports & Fitness,8953.66,4,35814.64,2026-06-06,UPI
INV0390,Bangalore Branch,Bangalore,Electronics,20723.71,1,20723.71,2026-05-26,Credit Card
INV0391,Pune Branch,Pune,Sports & Fitness,3024.25,4,12097.0,2026-05-20,Cash
INV0392,Mumbai Branch,Mumbai,Beauty & Personal Care,5619.21,3,16857.63,2026-09-02,UPI
INV0393,Pune Branch,Pune,Electronics,73078.93,3,219236.79,2026-06-03,Debit Card
INV0394,Pune Branch,Pune,Electronics,2903.11,1,2903.11,2026-05-27,Credit Card
INV0395,Mumbai Branch,Mumbai,Beauty & Personal Care,5949.52,1,5949.52,2026-03-03,Cash
INV0396,Hyderabad Branch,Hyderabad,Electronics,69578.23,3,208734.69,2026-06-24,UPI
INV0397,Bangalore Branch,Bangalore,Clothing,1174.94,4,4699.76,2026-03-28,Credit Card
INV0398,Delhi Branch,Delhi,Sports & Fitness,2470.35,1,2470.35,2026-07-11,Credit Card
INV0399,Hyderabad Branch,Hyderabad,Clothing,8395.9,5,41979.5,2026-11-21,Credit Card
INV0400,Hyderabad Branch,Hyderabad,Groceries,3257.42,2,6514.84,2026-10-11,Cash
INV0401,Delhi Branch,Delhi,Clothing,1105.28,4,4421.12,2026-06-24,Cash
INV0402,Chennai Branch,Chennai,Electronics,62714.17,1,62714.17,2026-12-23,UPI
INV0403,Bangalore Branch,Bangalore,Sports & Fitness,10611.45,1,10611.45,2026-12-24,UPI
INV0404,Mumbai Branch,Mumbai,Groceries,4540.63,9,40865.67,2026-06-12,UPI
INV0405,Chennai Branch,Chennai,Electronics,65946.92,3,197840.76,2026-10-06,UPI
INV0406,Bangalore Branch,Bangalore,Groceries,4071.91,2,8143.82,2026-05-05,Credit Card
INV0407,Delhi Branch,Delhi,Sports & Fitness,10463.21,1,10463.21,2026-11-17,Cash
INV0408,Bangalore Branch,Bangalore,Electronics,19476.93,2,38953.86,2026-05-17,Credit Card
INV0409,Mumbai Branch,Mumbai,Beauty & Personal Care,4097.21,1,4097.21,2026-04-05,Debit Card
INV0410,Chennai Branch,Chennai,Home Appliances,5939.76,3,17819.28,2026-02-18,UPI
INV0411,Pune Branch,Pune,Beauty & Personal Care,5304.88,5,26524.4,2026-11-04,Cash
INV0412,Pune Branch,Pune,Sports & Fitness,2939.35,4,11757.4,2026-04-19,UPI
INV0413,Mumbai Branch,Mumbai,Beauty & Personal Care,4138.27,2,8276.54,2026-10-24,Debit Card
INV0414,Chennai Branch,Chennai,Sports & Fitness,1371.32,1,1371.32,2026-02-01,Cash
INV0415,Mumbai Branch,Mumbai,Electronics,23023.83,3,69071.49,2026-07-02,Debit Card
INV0416,Delhi Branch,Delhi,Beauty & Personal Care,1933.44,1,1933.44,2026-06-06,Credit Card
INV0417,Mumbai Branch,Mumbai,Clothing,7554.37,3,22663.11,2026-06-10,Credit Card
INV0418,Bangalore Branch,Bangalore,Clothing,9505.4,3,28516.2,2026-03-03,Cash
INV0419,Mumbai Branch,Mumbai,Sports & Fitness,1428.87,3,4286.61,2026-01-27,Credit Card
INV0420,Chennai Branch,Chennai,Sports & Fitness,17050.59,1,17050.59,2026-05-07,UPI
INV0421,Pune Branch,Pune,Home Appliances,43177.62,3,129532.86,2026-06-21,Credit Card
INV0422,Mumbai Branch,Mumbai,Clothing,4304.55,4,17218.2,2026-10-17,Credit Card
INV0423,Mumbai Branch,Mumbai,Clothing,8010.35,2,16020.7,2026-06-18,UPI
INV0424,Mumbai Branch,Mumbai,Groceries,2042.93,4,8171.72,2026-03-31,Credit Card
INV0425,Pune Branch,Pune,Groceries,813.24,1,813.24,2026-04-06,UPI
INV0426,Bangalore Branch,Bangalore,Groceries,2666.88,5,13334.4,2026-08-12,UPI
INV0427,Delhi Branch,Delhi,Electronics,7207.89,1,7207.89,2026-06-09,Credit Card
INV0428,Bangalore Branch,Bangalore,Electronics,65982.63,1,65982.63,2026-11-25,Cash
INV0429,Mumbai Branch,Mumbai,Beauty & Personal Care,7401.89,3,22205.67,2026-06-10,Cash
INV0430,Bangalore Branch,Bangalore,Clothing,9912.87,3,29738.61,2026-07-26,UPI
INV0431,Chennai Branch,Chennai,Sports & Fitness,11381.8,1,11381.8,2026-01-24,UPI
INV0432,Bangalore Branch,Bangalore,Home Appliances,28322.33,1,28322.33,2026-03-12,UPI
INV0433,Pune Branch,Pune,Electronics,73857.87,1,73857.87,2026-11-07,Cash
INV0434,Bangalore Branch,Bangalore,Electronics,19194.31,3,57582.93,2026-05-06,Debit Card
INV0435,Mumbai Branch,Mumbai,Electronics,6435.37,2,12870.74,2026-06-03,Cash
INV0436,Mumbai Branch,Mumbai,Sports & Fitness,11370.24,1,11370.24,2026-08-04,UPI
INV0437,Mumbai Branch,Mumbai,Electronics,25195.89,1,25195.89,2026-01-22,Cash
INV0438,Hyderabad Branch,Hyderabad,Clothing,4071.36,5,20356.8,2026-07-04,Cash
INV0439,Bangalore Branch,Bangalore,Sports & Fitness,439.58,2,879.16,2026-05-07,Debit Card
INV0440,Pune Branch,Pune,Sports & Fitness,12045.92,3,36137.76,2026-02-24,UPI
INV0441,Bangalore Branch,Bangalore,Groceries,1356.97,5,6784.85,2026-06-02,UPI
INV0442,Mumbai Branch,Mumbai,Electronics,14739.1,1,14739.1,2026-06-13,Credit Card
INV0443,Bangalore Branch,Bangalore,Electronics,3800.05,1,3800.05,2026-03-10,Credit Card
INV0444,Mumbai Branch,Mumbai,Electronics,27835.63,1,27835.63,2026-07-18,Cash
INV0445,Delhi Branch,Delhi,Electronics,66019.49,3,198058.47,2026-09-30,Debit Card
INV0446,Pune Branch,Pune,Clothing,4239.05,2,8478.1,2026-04-08,Cash
INV0447,Chennai Branch,Chennai,Sports & Fitness,13677.76,2,27355.52,2026-12-19,Credit Card
INV0448,Pune Branch,Pune,Clothing,9151.6,1,9151.6,2026-08-12,Debit Card
INV0449,Mumbai Branch,Mumbai,Home Appliances,17076.94,3,51230.82,2026-10-10,Cash
INV0450,Pune Branch,Pune,Electronics,61765.74,1,61765.74,2026-01-26,Cash
INV0451,Mumbai Branch,Mumbai,Beauty & Personal Care,5565.85,3,16697.55,2026-10-08,Cash
INV0452,Chennai Branch,Chennai,Home Appliances,28402.87,3,85208.61,2026-05-03,UPI
INV0453,Pune Branch,Pune,Beauty & Personal Care,107.84,4,431.36,2026-09-17,Cash
INV0454,Mumbai Branch,Mumbai,Sports & Fitness,991.29,3,2973.87,2026-10-21,UPI
INV0455,Mumbai Branch,Mumbai,Groceries,4954.79,9,44593.11,2026-04-02,Cash
INV0456,Mumbai Branch,Mumbai,Electronics,58845.47,1,58845.47,2026-04-05,Cash
INV0457,Chennai Branch,Chennai,Groceries,4690.95,10,46909.5,2026-01-22,Cash
INV0458,Hyderabad Branch,Hyderabad,Clothing,10856.95,3,32570.85,2026-08-09,Credit Card
INV0459,Bangalore Branch,Bangalore,Sports & Fitness,702.73,2,1405.46,2026-10-10,Credit Card
INV0460,Pune Branch,Pune,Groceries,3969.64,3,11908.92,2026-05-30,Cash
INV0461,Pune Branch,Pune,Beauty & Personal Care,3664.05,4,14656.2,2026-02-28,UPI
INV0462,Mumbai Branch,Mumbai,Clothing,9537.83,5,47689.15,2026-04-26,Cash
INV0463,Chennai Branch,Chennai,Electronics,1298.31,3,3894.93,2026-05-28,Credit Card
INV0464,Delhi Branch,Delhi,Groceries,1476.59,1,1476.59,2026-12-01,Cash
INV0465,Pune Branch,Pune,Home Appliances,37814.87,2,75629.74,2026-02-15,Credit Card
INV0466,Pune Branch,Pune,Home Appliances,39858.02,3,119574.06,2026-05-06,UPI
INV0467,Pune Branch,Pune,Clothing,7550.66,2,15101.32,2026-08-21,UPI
INV0468,Chennai Branch,Chennai,Groceries,1541.22,8,12329.76,2026-03-28,Cash
INV0469,Mumbai Branch,Mumbai,Home Appliances,16207.77,3,48623.31,2026-11-19,Cash
INV0470,Hyderabad Branch,Hyderabad,Electronics,72533.89,1,72533.89,2026-11-28,Debit Card
INV0471,Hyderabad Branch,Hyderabad,Sports & Fitness,8952.48,3,26857.44,2026-05-19,Debit Card
INV0472,Hyderabad Branch,Hyderabad,Electronics,33976.72,1,33976.72,2026-09-30,UPI
INV0473,Mumbai Branch,Mumbai,Electronics,41783.09,2,83566.18,2026-10-03,UPI
INV0474,Mumbai Branch,Mumbai,Clothing,5091.18,2,10182.36,2026-09-06,Debit Card
INV0475,Delhi Branch,Delhi,Clothing,6766.26,5,33831.3,2026-03-10,Debit Card
INV0476,Delhi Branch,Delhi,Clothing,5358.32,5,26791.6,2026-01-19,Credit Card
INV0477,Hyderabad Branch,Hyderabad,Clothing,9972.56,3,29917.68,2026-05-07,Credit Card
INV0478,Pune Branch,Pune,Sports & Fitness,18208.31,3,54624.93,2026-02-17,Credit Card
INV0479,Pune Branch,Pune,Clothing,11205.69,4,44822.76,2026-04-17,Debit Card
INV0480,Hyderabad Branch,Hyderabad,Clothing,6902.27,4,27609.08,2026-08-21,UPI
INV0481,Hyderabad Branch,Hyderabad,Clothing,5473.14,4,21892.56,2026-08-03,Debit Card
INV0482,Mumbai Branch,Mumbai,Electronics,53128.81,3,159386.43,2026-03-18,Credit Card
INV0483,Pune Branch,Pune,Home Appliances,42077.86,3,126233.58,2026-01-07,Credit Card
INV0484,Delhi Branch,Delhi,Groceries,2836.76,9,25530.84,2026-03-24,Debit Card
INV0485,Mumbai Branch,Mumbai,Home Appliances,35299.07,1,35299.07,2026-06-16,UPI
INV0486,Hyderabad Branch,Hyderabad,Electronics,56429.92,2,112859.84,2026-10-12,Debit Card
INV0487,Hyderabad Branch,Hyderabad,Sports & Fitness,13624.96,2,27249.92,2026-05-14,UPI
INV0488,Delhi Branch,Delhi,Clothing,9029.76,3,27089.28,2026-04-15,UPI
INV0489,Pune Branch,Pune,Sports & Fitness,4410.31,3,13230.93,2026-07-21,Credit Card
INV0490,Hyderabad Branch,Hyderabad,Clothing,6130.98,4,24523.92,2026-01-27,Cash
INV0491,Pune Branch,Pune,Electronics,44449.53,2,88899.06,2026-03-24,UPI
INV0492,Pune Branch,Pune,Beauty & Personal Care,119.58,2,239.16,2026-01-14,Debit Card
INV0493,Pune Branch,Pune,Home Appliances,42942.16,2,85884.32,2026-07-11,Credit Card
INV0494,Delhi Branch,Delhi,Beauty & Personal Care,4919.19,5,24595.95,2026-06-11,UPI
INV0495,Bangalore Branch,Bangalore,Clothing,1810.9,2,3621.8,2026-08-01,UPI
INV0496,Hyderabad Branch,Hyderabad,Home Appliances,41001.5,1,41001.5,2026-08-14,Cash
INV0497,Hyderabad Branch,Hyderabad,Beauty & Personal Care,5764.75,5,28823.75,2026-05-25,Cash
INV0498,Pune Branch,Pune,Home Appliances,38156.68,1,38156.68,2026-11-14,Credit Card
INV0499,Delhi Branch,Delhi,Groceries,1990.61,7,13934.27,2026-12-02,UPI
INV0500,Hyderabad Branch,Hyderabad,Home Appliances,42855.92,3,128567.76,2026-02-10,Debit Card
INV0501,Bangalore Branch,Bangalore,Home Appliances,21287.35,1,21287.35,2026-12-02,Credit Card
INV0502,Chennai Branch,Chennai,Sports & Fitness,11539.03,2,23078.06,2026-03-13,Cash
INV0503,Chennai Branch,Chennai,Groceries,53.18,3,159.54,2026-04-01,UPI
INV0504,Hyderabad Branch,Hyderabad,Clothing,7845.02,1,7845.02,2026-07-13,UPI
INV0505,Hyderabad Branch,Hyderabad,Beauty & Personal Care,5773.59,1,5773.59,2026-01-11,Credit Card
INV0506,Bangalore Branch,Bangalore,Clothing,6935.18,1,6935.18,2026-05-13,Credit Card
INV0507,Delhi Branch,Delhi,Beauty & Personal Care,4022.81,3,12068.43,2026-03-13,UPI
INV0508,Bangalore Branch,Bangalore,Clothing,9776.26,3,29328.78,2026-06-26,UPI
INV0509,Hyderabad Branch,Hyderabad,Electronics,51357.86,1,51357.86,2026-10-25,Cash
INV0510,Mumbai Branch,Mumbai,Beauty & Personal Care,2296.78,5,11483.9,2026-12-04,Cash
INV0511,Mumbai Branch,Mumbai,Electronics,71963.24,3,215889.72,2026-03-19,Debit Card
INV0512,Bangalore Branch,Bangalore,Electronics,53279.23,1,53279.23,2026-07-18,Debit Card
INV0513,Mumbai Branch,Mumbai,Home Appliances,49409.01,3,148227.03,2026-06-23,Credit Card
INV0514,Delhi Branch,Delhi,Beauty & Personal Care,7772.96,1,7772.96,2026-06-01,Credit Card
INV0515,Delhi Branch,Delhi,Sports & Fitness,18402.52,3,55207.56,2026-08-19,Credit Card
INV0516,Mumbai Branch,Mumbai,Groceries,3789.09,5,18945.45,2026-12-28,UPI
INV0517,Delhi Branch,Delhi,Electronics,46019.66,2,92039.32,2026-05-28,Credit Card
INV0518,Bangalore Branch,Bangalore,Sports & Fitness,3691.76,4,14767.04,2026-01-24,Credit Card
INV0519,Mumbai Branch,Mumbai,Electronics,41116.68,3,123350.04,2026-12-01,Cash
INV0520,Bangalore Branch,Bangalore,Electronics,57590.94,1,57590.94,2026-12-07,Credit Card
INV0521,Bangalore Branch,Bangalore,Groceries,2628.24,6,15769.44,2026-04-28,Credit Card
INV0522,Delhi Branch,Delhi,Clothing,10458.4,5,52292.0,2026-07-03,Cash
INV0523,Mumbai Branch,Mumbai,Sports & Fitness,2460.22,3,7380.66,2026-11-11,Debit Card
INV0524,Pune Branch,Pune,Beauty & Personal Care,3109.43,5,15547.15,2026-07-03,Cash
INV0525,Mumbai Branch,Mumbai,Home Appliances,25792.26,2,51584.52,2026-06-25,UPI
INV0526,Delhi Branch,Delhi,Electronics,32878.54,1,32878.54,2026-12-03,Credit Card
INV0527,Chennai Branch,Chennai,Groceries,587.5,6,3525.0,2026-10-30,UPI
INV0528,Chennai Branch,Chennai,Clothing,2096.28,5,10481.4,2026-07-05,UPI
INV0529,Bangalore Branch,Bangalore,Electronics,62951.2,3,188853.6,2026-02-28,UPI
INV0530,Delhi Branch,Delhi,Groceries,2447.7,7,17133.9,2026-06-10,Cash
INV0531,Pune Branch,Pune,Groceries,291.18,8,2329.44,2026-09-04,Cash
INV0532,Pune Branch,Pune,Electronics,2023.65,2,4047.3,2026-04-10,Cash
INV0533,Delhi Branch,Delhi,Clothing,5839.66,2,11679.32,2026-07-16,Cash
INV0534,Pune Branch,Pune,Home Appliances,9054.56,2,18109.12,2026-08-29,Credit Card
INV0535,Mumbai Branch,Mumbai,Electronics,53120.35,2,106240.7,2026-02-01,UPI
INV0536,Mumbai Branch,Mumbai,Clothing,9605.28,5,48026.4,2026-07-27,Cash
INV0537,Hyderabad Branch,Hyderabad,Beauty & Personal Care,1903.54,3,5710.62,2026-09-27,UPI
INV0538,Mumbai Branch,Mumbai,Beauty & Personal Care,4778.2,4,19112.8,2026-03-20,Debit Card
INV0539,Mumbai Branch,Mumbai,Beauty & Personal Care,1320.11,1,1320.11,2026-07-20,Credit Card
INV0540,Bangalore Branch,Bangalore,Clothing,3851.92,4,15407.68,2026-09-16,Debit Card
INV0541,Chennai Branch,Chennai,Beauty & Personal Care,7121.48,3,21364.44,2026-01-17,Debit Card
INV0542,Hyderabad Branch,Hyderabad,Groceries,2743.29,10,27432.9,2026-08-24,Debit Card
INV0543,Bangalore Branch,Bangalore,Groceries,4435.15,5,22175.75,2026-04-05,Debit Card
INV0544,Chennai Branch,Chennai,Electronics,17513.39,2,35026.78,2026-05-26,Credit Card
INV0545,Mumbai Branch,Mumbai,Clothing,4161.28,1,4161.28,2026-08-25,Cash
INV0546,Hyderabad Branch,Hyderabad,Groceries,2381.21,9,21430.89,2026-01-02,Debit Card
INV0547,Delhi Branch,Delhi,Groceries,2426.4,8,19411.2,2026-01-07,UPI
INV0548,Mumbai Branch,Mumbai,Beauty & Personal Care,7981.42,5,39907.1,2026-06-13,Credit Card
INV0549,Bangalore Branch,Bangalore,Groceries,616.5,1,616.5,2026-12-13,Debit Card
INV0550,Hyderabad Branch,Hyderabad,Groceries,4267.23,3,12801.69,2026-01-03,Credit Card
INV0551,Hyderabad Branch,Hyderabad,Electronics,64885.21,3,194655.63,2026-10-15,Cash
INV0552,Mumbai Branch,Mumbai,Clothing,6772.42,1,6772.42,2026-01-28,Debit Card
INV0553,Mumbai Branch,Mumbai,Groceries,1752.98,6,10517.88,2026-06-28,Cash
INV0554,Chennai Branch,Chennai,Groceries,2620.17,5,13100.85,2026-06-07,UPI
INV0555,Mumbai Branch,Mumbai,Groceries,1497.72,10,14977.2,2026-06-20,Credit Card
INV0556,Delhi Branch,Delhi,Beauty & Personal Care,6412.95,5,32064.75,2026-01-30,Cash
INV0557,Delhi Branch,Delhi,Sports & Fitness,10116.1,4,40464.4,2026-10-03,Credit Card
INV0558,Hyderabad Branch,Hyderabad,Clothing,11132.35,2,22264.7,2026-04-11,Credit Card
INV0559,Pune Branch,Pune,Home Appliances,31511.88,2,63023.76,2026-10-09,Debit Card
